filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,0,"{""name"":""point"",""cx"":410,""cy"":757}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,1,"{""name"":""point"",""cx"":421,""cy"":755}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,2,"{""name"":""point"",""cx"":432,""cy"":755}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,3,"{""name"":""point"",""cx"":441,""cy"":758}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,4,"{""name"":""point"",""cx"":453,""cy"":761}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,5,"{""name"":""point"",""cx"":407,""cy"":801}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,6,"{""name"":""point"",""cx"":419,""cy"":799}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,7,"{""name"":""point"",""cx"":432,""cy"":799}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,8,"{""name"":""point"",""cx"":440,""cy"":803}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,9,"{""name"":""point"",""cx"":455,""cy"":809}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,10,"{""name"":""point"",""cx"":452,""cy"":783}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,11,"{""name"":""point"",""cx"":407,""cy"":767}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,12,"{""name"":""point"",""cx"":405,""cy"":847}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,13,"{""name"":""point"",""cx"":416,""cy"":845}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,14,"{""name"":""point"",""cx"":426,""cy"":846}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,15,"{""name"":""point"",""cx"":434,""cy"":848}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,16,"{""name"":""point"",""cx"":446,""cy"":852}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,17,"{""name"":""point"",""cx"":446,""cy"":829}",{}
00401B.jpg,215642,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,18,"{""name"":""point"",""cx"":404,""cy"":812}",{}
00402B.jpg,220567,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,0,"{""name"":""point"",""cx"":433,""cy"":788}",{}
